trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,customer_country,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,merchant_country,is_fraud
2020-07-18 14:03:28,180094419304907,Schmidt-Larkin,home,16.11,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585.0,33.7467,-117.1721,United States,54287.0,"Designer, exhibition/display",1972-09-22,1dbf36e76afa16c585c0c98fcc0ddf1c,1374156208.0,32.750589,-117.219715,United States,0.0
2020-07-14 22:02:31,30175986190993,Morissette-Schaefer,personal_care,61.72,Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592.0,47.5375,-95.9941,United States,516.0,Applications developer,1966-06-07,ebbf080b5991e28d2df4732d8077ea5c,1373839351.0,48.224827000000005,-95.899023,United States,0.0
2020-08-10 16:57:29,5127412150261034,"Larkin, Stracke and Greenfelder",entertainment,90.82,David,Campbell,M,2989 Murray Inlet,Washington,DC,20017.0,38.9367,-76.994,United States,601723.0,"Psychotherapist, child",1991-02-04,d7bfc0a496e5144f5497ec6008a5f62a,1376153849.0,38.772788,-77.733829,United States,0.0
2020-09-12 15:21:58,676148621961,Will Ltd,food_dining,39.97,Jennifer,Vega,F,91644 Crystal Drives,Eagarville,IL,62023.0,39.1118,-89.7855,United States,91.0,Materials engineer,1962-11-18,0acb165a4703863925d892b0ef5fb2e2,1378999318.0,39.795842,-90.396163,United States,0.0
2020-07-13 04:09:18,630412733309,"Labadie, Treutel and Bode",shopping_net,3.34,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,49879.0,46.368,-87.9938,United States,1038.0,Armed forces training and education officer,1964-04-22,3f53fc25f4ff607880d6f01f634ec76d,1373688558.0,46.361841,-87.45058,United States,0.0
2020-09-19 14:52:29,3599237318576484,Abshire PLC,entertainment,13.19,Jessica,Smith,F,06808 Ryan Valleys,Dubre,KY,42731.0,36.8421,-85.5396,United States,341.0,Insurance risk surveyor,1932-11-19,0f410c256720f51c000a28119f8b5309,1379602349.0,37.429919,-86.411399,United States,0.0
2020-07-26 09:37:56,4449530933957323,Strosin-Cruickshank,grocery_pos,139.67,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971.0,38.2427,-122.9145,United States,337.0,Occupational psychologist,1954-07-05,03f45368615c285a824e1444f072c0e7,1374831476.0,38.308464,-123.644877,Unknown,0.0
2020-07-06 21:34:12,6011367958204270,Turner and Sons,shopping_pos,3.16,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233.0,41.2419,-81.7453,United States,7646.0,Medical sales representative,1988-09-15,a7516411cca6d6c075704700481555c3,1373146452.0,40.512716,-82.4098,United States,0.0
2020-09-07 09:57:20,2297447006766555,Schamberger-O'Keefe,grocery_pos,94.07,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830.0,39.9972,-88.6962,United States,478.0,Landscape architect,1960-01-13,6c00891b7c2aeee8527f4f18ca4b1097,1378547840.0,39.520528000000006,-88.368525,United States,0.0
2020-07-07 17:33:39,4708992452821239,Shanahan-Lehner,personal_care,36.02,Jared,Walters,M,3326 Hannah Fords,Cord,AR,72524.0,35.8184,-91.3375,United States,376.0,"Designer, ceramics/pottery",1938-09-08,690e4b3fc023ae4ebe379b40c423743f,1373218419.0,36.291556,-91.14326,United States,0.0
2020-08-14 00:27:42,213161869125933,Bins-Rice,gas_transport,62.55,Monica,Lane,F,3270 Scott Islands,East Andover,ME,4226.0,44.6084,-70.6993,United States,190.0,Animal nutritionist,1970-04-17,b3ac8dce73676d9d91c706cf9a04d53a,1376440062.0,44.093583,-70.47100400000001,United States,0.0
2020-08-31 13:47:28,676195318214,"Nicolas, Hills and McGlynn",entertainment,13.67,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412.0,29.6047,-96.5249,United States,106.0,"Editor, film/video",1983-07-24,24a124e9ad1b138076b3ce8a83cdb201,1377956848.0,28.749465,-96.939049,United States,0.0
2020-07-07 10:26:42,180042946491150,"Lockman, West and Runte",grocery_pos,52.45,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710.0,27.7898,-82.7243,United States,341043.0,"Engineer, land",1989-02-28,d6b8aa896b7e53baa661256c8c15f61f,1373192802.0,27.125754,-82.361474,United States,0.0
2020-06-26 20:57:53,4451438912406400,Langworth LLC,personal_care,30.04,Cheryl,Morgan,F,7535 Amanda Manors Suite 293,Norman,AR,71960.0,34.4596,-93.6743,United States,1383.0,Manufacturing engineer,1999-09-11,54cce5838b79029413aa8f5b9ed6e714,1372280273.0,34.150067,-94.410576,United States,0.0
2020-07-28 19:17:43,4687263141103,"Nienow, Ankunding and Collier",misc_pos,8.41,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117.0,43.5336,-95.6515,United States,399.0,Economist,1977-04-28,eae744f7ead5a8552136d3eee6404ccf,1375039063.0,42.862841,-95.457799,United States,0.0
2020-09-06 14:29:02,6011388901471808,Schmidt-Larkin,home,34.22,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432.0,40.1151,-79.8627,United States,427.0,Mining engineer,1951-02-05,9360f03f0880bebe4a65a7413b12c410,1378477742.0,39.177477,-80.58381999999999,United States,0.0
2020-07-12 23:37:20,36360452125889,Gottlieb-Hansen,personal_care,9.83,Christopher,Raymond,M,766 Potter Well,West Chazy,NY,12992.0,44.797,-73.5112,United States,4778.0,Engineering geologist,1954-06-14,ef3ccfe82feb8f816fbc6cdf087d5372,1373672240.0,45.748583,-72.993963,Canada,0.0
2020-07-12 12:04:41,2720433095629877,Jakubowski Group,food_dining,25.9,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287.0,44.0575,-69.9656,United States,3224.0,"Engineer, electronics",1997-08-22,3d6f09e4af46efcbbcd8fe6fc0d767c4,1373630681.0,44.61417,-69.026783,United States,0.0
2020-09-03 06:16:15,4826655832045236,Lemke-Gutmann,shopping_net,30.37,Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630.0,41.6983,-70.3001,United States,1850.0,Counselling psychologist,1963-12-29,1344c5140e792208d01d248f95d80703,1378188975.0,41.596233000000005,-70.469808,United States,0.0
2020-07-12 17:37:04,3533742182628021,"Kuhic, Bins and Pfeffer",shopping_net,5.97,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455.0,32.8357,-79.8217,United States,20478.0,Materials engineer,1997-06-04,ea0edccf622f29c320338b41707c7c89,1373650624.0,33.63042,-80.048815,United States,0.0
2020-06-27 21:52:31,4481131401752,Abbott-Steuber,personal_care,120.95,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545.0,42.2848,-71.7205,United States,35299.0,English as a second language teacher,1975-04-30,ea185cbfb08653ef8c287adcb2218af1,1372369951.0,42.893644,-71.701465,United States,0.0
2020-09-21 09:15:52,180081032825079,Rempel Inc,shopping_net,4.47,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740.0,34.047,-90.7652,United States,466.0,Trading standards officer,1955-04-03,1d14bb826b875b1bba5d53caf869d2be,1379754952.0,33.062551,-90.066234,United States,0.0
2020-07-18 09:21:45,3566094707272327,Balistreri-Nader,misc_pos,35.5,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321.0,34.3795,-118.523,United States,34882.0,Health physicist,1971-04-25,2182cc3e1e44494ed5e7efbf28535446,1374139305.0,33.99878,-119.220216,United States,0.0
2020-09-02 16:38:04,3598634130286287,"Yost, Block and Koepp",misc_pos,24.45,David,Hughes,M,707 Butler Parkways Apt. 747,Omaha,NE,68117.0,41.2064,-95.9953,United States,518429.0,"Surveyor, land/geomatics",1995-10-10,038a3b713a80136f6181010c40e50ff7,1378139884.0,41.262854,-95.620157,United States,0.0
2020-06-26 04:23:52,4010002218955876,Bradtke PLC,grocery_pos,168.21,Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026.0,29.7972,-95.3288,United States,2906700.0,Animator,1983-08-24,8da7b0a785a7f6c5516764f1f274ce0d,1372220632.0,28.81274,-95.36128,United States,0.0
2020-07-06 16:32:15,4640395708703,"Windler, Goodwin and Kovacek",home,126.14,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732.0,30.6576,-91.6264,United States,1178.0,Community education officer,1951-06-13,2506a70681ab67aefaa7e7525d6e73f5,1373128335.0,29.706528,-90.817174,United States,0.0
2020-07-15 00:25:16,3560336828629935,"Kovacek, Dibbert and Ondricka",grocery_pos,131.63,Christopher,White,M,13613 Hammond Ferry,Clutier,IA,52217.0,42.0789,-92.3763,United States,590.0,"Embryologist, clinical",1953-03-30,fd9a23e5e8d84cbb013205e092ed5d3f,1373847916.0,42.653508,-91.591213,United States,0.0
2020-06-29 20:28:12,4430881574719618,Kutch-Ferry,home,98.46,Alicia,Morales,F,4456 Dunn Roads,Meredith,CO,81642.0,39.3199,-106.6596,United States,61.0,Public relations account executive,1939-11-04,79117aa75ffbf733a210653d7857d6a0,1372537692.0,38.751426,-106.018286,United States,0.0
2020-07-21 22:11:19,3528231451607350,Cartwright PLC,kids_pets,21.8,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324.0,39.224,-74.9942,United States,526.0,Exercise physiologist,1940-09-06,edfb0d09ae874be36d130a59fab688ba,1374444679.0,38.421238,-75.12671999999999,United States,0.0
2020-08-03 23:31:03,3502088871723054,"O'Reilly, Mohr and Purdy",home,66.83,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895.0,39.0298,-77.0793,United States,19054.0,Operations geologist,1976-09-08,ce800054121f1406c32c8ad0c6a03459,1375572663.0,38.898216,-77.24313599999999,United States,0.0
2020-08-26 01:53:13,213180742685905,Boyer-Reichert,shopping_net,7.38,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,95528.0,40.507,-123.9743,United States,1139.0,"Therapist, occupational",1951-01-15,8d6c7b38e2d34908f6a395f2d77f3de9,1377481993.0,39.94692,-123.586107,United States,0.0
2020-08-11 17:05:04,30501624614310,"McDermott, Osinski and Morar",home,9.66,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939.0,32.6786,-81.2455,United States,302.0,Magazine features editor,1973-05-04,b613ca30d1c3cdacd320b4abad35c902,1376240704.0,31.743849,-80.67045,Unknown,0.0
2020-07-20 11:21:14,30263540414123,Brekke and Sons,gas_transport,72.45,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735.0,37.7175,-112.4777,United States,258.0,Geoscientist,1961-11-24,f7d6bb77f901138d277f853c7e39bfac,1374319274.0,36.900056,-112.740155,United States,0.0
2020-08-10 17:17:26,370818583810103,Daugherty LLC,kids_pets,26.94,John,Davis,M,9670 Monroe Junctions,Rockwood,PA,15557.0,39.9373,-79.1865,United States,3684.0,General practice doctor,1976-01-10,c686ddc23e7ced89c15a44a52283554f,1376155046.0,40.330468,-78.710447,United States,0.0
2020-07-05 18:31:40,377234009633447,"Nienow, Barrows and Romaguera",personal_care,16.57,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442.0,39.3716,-77.8229,United States,1925.0,Systems developer,1966-02-14,c6f4ef0301f7cc076df13a9023352f4e,1373049100.0,40.15648,-77.35906999999999,United States,0.0
2020-07-21 15:00:10,4809701904914,"Dare, Casper and Bartoletti",kids_pets,107.44,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869.0,32.4204,-85.0796,United States,59744.0,Chemical engineer,1984-02-07,6f027311aab597a3ce7e88bee34f0444,1374418810.0,32.211,-85.59829599999999,United States,0.0
2020-08-17 12:36:52,4457732997086323466,McKenzie-Huels,food_dining,58.49,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629.0,38.5234,-120.6763,United States,832.0,Immigration officer,1987-05-19,d778a3ffeec8f3a50d7dbfbf77c1628c,1376743012.0,38.010196,-121.106567,United States,0.0
2020-06-23 16:55:38,371034293500716,Graham and Sons,health_fitness,3.84,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135.0,40.0235,-120.7986,United States,128.0,Education administrator,1966-02-21,3242f6cc615852a17ab4e3353eaebdf9,1372006538.0,40.070469,-121.632396,United States,0.0
2020-07-20 10:46:17,213112402583773,Goodwin-Nitzsche,grocery_pos,115.91,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819.0,34.0326,-82.2027,United States,1523.0,Research scientist (physical sciences),1984-06-03,b195202a2f878a2fc12c6e1027b86f5e,1374317177.0,34.798697,-82.219219,United States,0.0
2020-08-15 20:05:01,180031190491743,"Kihn, Abernathy and Douglas",shopping_net,95.0,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617.0,30.7145,-88.0918,United States,270712.0,"Surveyor, land/geomatics",1972-01-05,496d6966e5c14c9ac58ddff287a39759,1376597101.0,31.115540000000003,-88.130548,United States,0.0
2020-08-11 12:12:43,4424338559877976,Nolan-Williamson,kids_pets,49.16,Denise,Barnett,F,23220 Eaton Harbors,Kirby,OH,43330.0,40.813,-83.4196,United States,118.0,Private music teacher,1957-11-12,09773a3118d5212609015abd5568550d,1376223163.0,40.143009,-82.816156,United States,0.0
2020-08-27 09:40:00,6011999606625827,"Swaniawski, Lowe and Robel",shopping_pos,7.14,Ronald,Carson,M,870 Rocha Drive,Harrington Park,NJ,7640.0,40.9918,-73.98,United States,4664.0,"Radiographer, diagnostic",1965-06-30,135859044c8ffcb26bd8d13d881eb87e,1377596400.0,40.122069,-73.843023,United States,0.0
2020-08-06 10:07:02,4613314721966,"Boehm, Block and Jakubowski",misc_pos,37.34,Jason,Murphy,M,542 Steve Curve Suite 011,Collettsville,NC,28611.0,35.9946,-81.7266,United States,885.0,Soil scientist,1988-09-15,e32af19efe21fb225e3c8e69808b8c92,1375783622.0,36.268664,-82.5861,United States,0.0
2020-06-30 18:34:11,4586260469584,Kozey-McDermott,travel,6.01,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470.0,40.1362,-95.2138,United States,1631.0,Architect,1953-01-20,7eeff50b72a2aa900464316a8bc65a0d,1372617251.0,39.432267,-95.352877,United States,0.0
2020-09-14 10:15:50,30235268718158,Barton Inc,grocery_pos,67.91,Kenneth,Doyle,M,8614 Reed Glen,West Harrison,NY,10604.0,41.0592,-73.7395,United States,11250.0,Lexicographer,1977-08-16,e3e6bc3298f9b98ca0adf09aca232480,1379153750.0,41.458675,-74.423728,United States,0.0
2020-08-09 11:03:28,3533177016567295,Predovic Inc,shopping_net,936.91,Derek,Bentley,M,782 Lee Crossing Apt. 209,Weeping Water,NE,68463.0,40.8731,-96.1528,United States,1517.0,Dealer,1951-11-08,c783dc997348573b603c26d136f5b000,1376046208.0,40.314433,-96.611266,United States,0.0
2020-07-13 05:43:54,36360452125889,O'Keefe-Wisoky,food_dining,25.71,Christopher,Raymond,M,766 Potter Well,West Chazy,NY,12992.0,44.797,-73.5112,United States,4778.0,Engineering geologist,1954-06-14,c023806da4d5e8918a2c7d23cb2a4412,1373694234.0,45.485819,-74.13636600000001,Canada,0.0
2020-08-06 12:31:08,342351256941125,"Kutch, Steuber and Gerhold",food_dining,46.42,Rebecca,Obrien,F,5619 Mendoza Inlet,Juliette,GA,31046.0,33.1194,-83.8235,United States,3343.0,Theatre manager,1990-06-08,43ef4048b909e11108221b5bb05a72f1,1375792268.0,33.81547,-84.60334,United States,0.0
2020-07-27 04:19:27,373905417449658,Bernhard Inc,gas_transport,77.81,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665.0,31.929,-97.6443,United States,2526.0,Phytotherapist,1970-11-12,09b30ff3f5c15bf6481a8facd143f4d8,1374898767.0,32.326863,-97.349537,United States,0.0
2020-08-28 14:23:54,4481131401752,Abshire PLC,entertainment,26.65,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545.0,42.2848,-71.7205,United States,35299.0,English as a second language teacher,1975-04-30,ac12f1e713029996a7085d9773e98478,1377699834.0,41.596947,-72.147498,United States,0.0
2020-07-06 19:45:43,371226440126102,Schimmel-Olson,kids_pets,2.88,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262.0,38.9311,-89.2463,United States,1810.0,Race relations officer,1974-12-24,6828ddfbd03341c9bc917426b55d2b69,1373139943.0,39.311758000000005,-88.74483599999999,United States,0.0
2020-09-01 00:42:23,4328928491302401,"Harris, Gusikowski and Heaney",grocery_net,56.12,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129.0,42.9373,-87.9943,United States,13973.0,Logistics and distribution manager,1981-05-06,491ee5aab05f2387b98645b4df85237a,1377996143.0,42.360085,-87.49231400000001,United States,0.0
2020-09-16 13:49:23,30026790933302,"Cole, Hills and Jewess",home,82.51,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113.0,32.9013,-91.0286,United States,595.0,Technical brewer,1979-09-03,c4f40de348eac2fdcd4336ea8d5a8645,1379339363.0,32.425431,-90.589784,United States,0.0
2020-08-02 01:23:28,370818583810103,Kuvalis Ltd,gas_transport,53.16,John,Davis,M,9670 Monroe Junctions,Rockwood,PA,15557.0,39.9373,-79.1865,United States,3684.0,General practice doctor,1976-01-10,59d9eb8bfd1d2ba8f251f3fcca6db165,1375406608.0,39.67849,-78.639977,United States,0.0
2020-08-07 18:50:46,213173753804333,"Berge, Kautzer and Harris",personal_care,217.36,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366.0,41.2244,-86.6966,United States,5791.0,"Doctor, general practice",1959-10-07,f4fa784783e1db3cb0b1dcd8fbc0b46a,1375901446.0,40.275864,-86.57700899999999,United States,0.0
2020-08-26 14:44:35,374497717543058,"Reinger, Weissnat and Strosin",food_dining,42.38,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579.0,47.1709,-100.7944,United States,1190.0,"Designer, ceramics/pottery",1948-06-30,a63c5c762e4c516b5a149ef916647b26,1377528275.0,46.569783,-101.519769,United States,0.0
2020-09-13 16:31:18,4003989662068504,Bruen-Yost,misc_pos,6.58,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022.0,33.3224,-86.9657,United States,71463.0,Radio broadcast assistant,1989-02-08,5adf4aedf061f4202cd42a41f51dfa5d,1379089878.0,32.495227,-86.294409,United States,0.0
2020-09-08 16:47:06,3538520143479972,Botsford PLC,home,79.76,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408.0,41.5686,-83.3632,United States,269.0,Insurance underwriter,1965-09-15,5f8f141a9504710685be1e6ad4c054fa,1378658826.0,40.967837,-83.584213,United States,0.0
2020-09-08 12:09:52,36153880429415,Nolan-Williamson,kids_pets,70.96,Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809.0,28.1762,-81.9591,United States,237282.0,Plant breeder/geneticist,1949-10-13,6dd4c825d5fc8c97b31434d5b2b39a0f,1378642192.0,28.303165000000003,-81.112186,United States,0.0
2020-07-01 23:41:34,4586810168620942,"Yost, Schamberger and Windler",kids_pets,47.18,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438.0,32.5486,-80.307,United States,2408.0,"Sales professional, IT",1997-07-05,80ca05ad22e5be12c2f7c59cdb114fd2,1372722094.0,31.68298,-80.74347,Unknown,0.0
2020-08-31 15:40:50,6528911529051375,Abbott-Rogahn,entertainment,99.75,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896.0,45.8327,-91.0144,United States,1478.0,Neurosurgeon,1965-04-27,2bf526e0dcd57817684901fc2dddcade,1377963650.0,46.512652,-90.983092,United States,0.0
2020-07-29 07:23:30,38530489946071,Bartoletti-Wunsch,gas_transport,56.02,Laura,Johns,F,95835 Garcia Rue,Arcadia,SC,29320.0,34.9572,-81.9916,United States,530.0,Animal technologist,1989-05-14,2ecff2478043b5b46acb5ead44b39cd9,1375082610.0,35.717842,-82.552616,United States,0.0
2020-09-01 12:26:54,3577578023716568,Boyer-Reichert,shopping_net,9.34,Debbie,Hughes,F,0182 Owens Burgs Suite 480,Diamond,OH,44412.0,41.0935,-81.0425,United States,2644.0,"Engineer, biomedical",1983-08-25,e52af3ad77cd6b02eab7719e3de78b3b,1378038414.0,41.243804,-81.22793,United States,0.0
2020-08-14 07:37:55,4396682467723,Thiel PLC,misc_pos,9.7,Scott,Cole,M,646 Louis Fort Apt. 665,North Las Vegas,NV,89084.0,36.2815,-115.1482,United States,214518.0,Catering manager,1960-01-16,25a7358c18d114fa3fa8823d18716939,1376465875.0,36.061737,-114.765675,United States,0.0
2020-07-26 07:40:53,180058696935600,Sporer Inc,gas_transport,103.2,Richard,Barnes,M,1339 Johnson Landing Suite 007,De Lancey,NY,13752.0,42.18899999999999,-74.9229,United States,782.0,Chartered accountant,2000-08-28,4292c461538241876ffd518a7a72777f,1374824453.0,41.592673,-75.91395899999999,United States,0.0
2020-09-14 21:08:44,2252055259910912,"Denesik, Powlowski and Pouros",home,81.27,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441.0,44.6437,-90.1031,United States,828.0,Arts development officer,1991-08-19,b69523d8616796d29773a07e49a9a12d,1379192924.0,43.975016,-89.152547,United States,0.0
2020-09-03 22:08:52,3593118134380341,Powlowski-Weimann,food_dining,43.57,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680.0,44.4971,-67.9503,United States,1131.0,Make,1959-05-10,a7525f38091e93dcbb305284169f60de,1378246132.0,45.455275,-67.539552,United States,0.0
2020-09-14 18:11:57,4128730454058057622,Schaefer Ltd,kids_pets,160.69,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858.0,31.3833,-95.0619,United States,43.0,"Engineer, production",1949-10-04,c1a3d404d35b991dd2c2dfc58914a065,1379182317.0,32.019611,-94.452818,United States,0.0
2020-07-04 20:29:06,3529597930342630,"Cronin, Kshlerin and Weber",health_fitness,1.89,Melissa,Rodriguez,F,81708 Christopher Plaza,Jordanville,NY,13361.0,42.8948,-74.8209,United States,824.0,Travel agency manager,1985-09-01,c60c256a34416bc615ee0d0bbcbf6d6d,1372969746.0,42.285738,-74.44966099999999,United States,0.0
2020-08-16 14:35:22,30373802285317,Reilly LLC,home,28.04,Nicholas,Osborne,M,7538 Carrie Meadow Suite 574,Claremont,CA,91711.0,34.1092,-117.7183,United States,35705.0,Wellsite geologist,1956-05-15,24592bd21fd678d1e8b3d6015b2630d2,1376663722.0,34.896169,-116.883151,United States,0.0
2020-08-15 11:36:06,4173950183554608,"Raynor, Feest and Miller",gas_transport,86.86,Stephen,Marshall,M,47144 Roberts Keys,Monmouth Beach,NJ,7750.0,40.333,-73.9809,United States,3279.0,Health promotion specialist,1978-10-05,760b65a65acce78357008adf8240f51d,1376566566.0,39.888999,-74.222849,United States,0.0
2020-07-23 12:19:55,4713464490314802,Kling-Ernser,entertainment,75.63,Wesley,Parker,M,7452 Browning Port,Mc Intosh,SD,57641.0,45.7084,-101.1546,United States,295.0,"Designer, industrial/product",1981-01-26,e5112051e3a75be7e11797cb10ecec8a,1374581995.0,45.241028,-102.081763,United States,0.0
2020-07-17 07:55:04,6011626928491360,"Connelly, Reichert and Fritsch",gas_transport,66.18,Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315.0,35.2289,-88.64399999999999,United States,3876.0,Senior tax professional/tax inspector,1960-11-19,e856d522196a1e55c055372b2c53934a,1374047704.0,34.597803000000006,-89.637385,United States,0.0
2020-06-24 10:38:44,213112402583773,Cummings LLC,gas_transport,34.27,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819.0,34.0326,-82.2027,United States,1523.0,Research scientist (physical sciences),1984-06-03,05f29ac3e502cc6cb27276d1b59a0e88,1372070324.0,33.400905,-81.852863,United States,0.0
2020-09-20 23:04:21,4710826438164847414,"Weber, Thiel and Hammes",kids_pets,100.29,Juan,Henry,M,9795 Lori Island Suite 346,Turner,MT,59542.0,48.8328,-108.3961,United States,192.0,Further education lecturer,1964-01-04,bd26a20d15bfa450982006a808c8e5c3,1379718261.0,48.711068,-108.699899,United States,0.0
2020-09-01 00:22:30,4683638447911,"Kutch, Hermiston and Farrell",gas_transport,70.57,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531.0,30.251,-92.5002,United States,1261.0,Broadcast presenter,1972-07-01,81ee3716ccb3d5a1d9aa50fade8fedb6,1377994950.0,29.875517,-92.164847,United States,0.0
2020-08-29 03:25:55,4342532437704183,"Lockman, West and Runte",grocery_pos,69.62,Kevin,Elliott,M,1852 Vincent Isle Suite 328,Newark Valley,NY,13811.0,42.2281,-76.1625,United States,4354.0,Further education lecturer,1994-02-16,c16be9e0424c830d7e9f672ab02bdfe6,1377746755.0,42.086879,-75.678646,United States,0.0
2020-07-17 06:43:30,3519607465576254,"Weimann, Kuhic and Beahan",shopping_pos,8.38,Audrey,Gonzalez,F,34180 Lopez Plaza,Fields Landing,CA,95537.0,40.7268,-124.2174,United States,276.0,"Scientist, audiological",1929-05-06,7ecc1dba547a77730cb65928a16195c0,1374043410.0,41.703575,-124.243052,United States,0.0
2020-07-28 22:05:00,213125815021702,Ratke and Sons,health_fitness,17.86,Adam,Kirk,M,40847 Stark Junctions,Big Indian,NY,12410.0,42.074,-74.453,United States,397.0,Psychiatrist,1931-09-12,706b4f9f5db202c1cfb2431dbfb11f90,1375049100.0,42.629295,-74.49981,United States,0.0
2020-08-22 18:21:25,30376238035123,Crooks and Sons,personal_care,203.74,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476.0,42.825,-124.4409,United States,217.0,Retail merchandiser,1928-10-01,12d34fe4b1422e8b48fc18e680236d6b,1377195685.0,42.326619,-125.00546,Unknown,0.0
2020-07-17 17:45:44,3502088871723054,Schiller Ltd,personal_care,60.12,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895.0,39.0298,-77.0793,United States,19054.0,Operations geologist,1976-09-08,8d8d9aa3ab5e6ef2ef9b65cf8499a4b6,1374083144.0,38.226712,-76.287255,United States,0.0
2020-08-20 10:30:46,4301028321766222513,"Rowe, Batz and Goodwin",grocery_pos,92.89,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077.0,40.6025,-80.3863,United States,198.0,Secretary/administrator,1978-10-26,0e7defd5a47689faae1486dc5ee9ebcc,1376994646.0,39.629995,-80.160839,United States,0.0
2020-07-19 09:47:37,4610050989831291,Kerluke-Abshire,shopping_net,89.85,James,Lynch,M,5155 Mary Common Apt. 927,Utica,PA,16362.0,41.4798,-79.9403,United States,1102.0,Garment/textile technologist,1989-07-08,30c8f54ca806178d747373a02331039a,1374227257.0,40.985321,-80.539326,United States,0.0
2020-07-24 19:01:09,2231186809828225,Bednar Inc,travel,20.45,Katherine,Pennington,F,73869 Connie Prairie,Vienna,GA,31092.0,32.0913,-83.7922,United States,7420.0,Phytotherapist,1957-01-15,8314a3d3be1fba9b41858b187ed19e78,1374692469.0,33.003257,-84.58884,United States,0.0
2020-08-20 23:48:14,3523843138706408,Botsford Ltd,shopping_pos,4.22,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758.0,32.6176,-86.9475,United States,1412.0,Drilling engineer,1970-11-20,2d26d4730a97b8cbef18af650179345c,1377042494.0,32.117334,-86.14447,United States,0.0
2020-08-05 12:04:20,3541160328600277,Douglas-White,entertainment,137.64,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668.0,39.5723,-90.2379,United States,1512.0,Commercial/residential surveyor,2003-05-07,787a7d1a3a2c171563b732f95602401e,1375704260.0,39.212678,-89.839115,United States,0.0
